LOCATION,Country,Indicator,TIME,Value
KOR,Korea,Household net financial wealth,2013,26036
LUX,Luxembourg,Household net financial wealth,2013,66917
MEX,Mexico,Household net financial wealth,2013,9946
NLD,Netherlands,Household net financial wealth,2013,66869
NZL,New Zealand,Household net financial wealth,2013,33421
NOR,Norway,Household net financial wealth,2013,6905
POL,Poland,Household net financial wealth,2013,9222
PRT,Portugal,Household net financial wealth,2013,28408
SVK,Slovak Republic,Household net financial wealth,2013,7798
ESP,Spain,Household net financial wealth,2013,21636
SWE,Sweden,Household net financial wealth,2013,44889
CHE,Switzerland,Household net financial wealth,2013,99209
TUR,Turkey,Household net financial wealth,2013,10524
GBR,United Kingdom,Household net financial wealth,2013,62965
USA,United States,Household net financial wealth,2013,115918
BRA,Brazil,Household net financial wealth,2013,5861
CHL,Chile,Household net financial wealth,2013,16972
EST,Estonia,Household net financial wealth,2013,8802
ISR,Israel,Household net financial wealth,2013,49240
RUS,Russia,Household net financial wealth,2013,15142
SVN,Slovenia,Household net financial wealth,2013,18065
AUS,Australia,Household net financial wealth,2013,32178
AUT,Austria,Household net financial wealth,2013,47458
BEL,Belgium,Household net financial wealth,2013,74007
CAN,Canada,Household net financial wealth,2013,63852
CZE,Czech Republic,Household net financial wealth,2013,14749
DNK,Denmark,Household net financial wealth,2013,36184
FIN,Finland,Household net financial wealth,2013,22335
FRA,France,Household net financial wealth,2013,46520
DEU,Germany,Household net financial wealth,2013,44938
GRC,Greece,Household net financial wealth,2013,13428
HUN,Hungary,Household net financial wealth,2013,12390
ISL,Iceland,Household net financial wealth,2013,31182
IRL,Ireland,Household net financial wealth,2013,27378
ITA,Italy,Household net financial wealth,2013,55255
JPN,Japan,Household net financial wealth,2013,74966
KOR,Korea,Household net financial wealth,2013,26036
LUX,Luxembourg,Household net financial wealth,2013,66917
MEX,Mexico,Household net financial wealth,2013,9946
NLD,Netherlands,Household net financial wealth,2013,66869
NZL,New Zealand,Household net financial wealth,2013,33421
NOR,Norway,Household net financial wealth,2013,6905
POL,Poland,Household net financial wealth,2013,9222
PRT,Portugal,Household net financial wealth,2013,28408
SVK,Slovak Republic,Household net financial wealth,2013,7798
ESP,Spain,Household net financial wealth,2013,21636
SWE,Sweden,Household net financial wealth,2013,44889
CHE,Switzerland,Household net financial wealth,2013,99209
TUR,Turkey,Household net financial wealth,2013,10524
GBR,United Kingdom,Household net financial wealth,2013,62965
USA,United States,Household net financial wealth,2013,115918
BRA,Brazil,Household net financial wealth,2013,5861
CHL,Chile,Household net financial wealth,2013,16972
EST,Estonia,Household net financial wealth,2013,8802
ISR,Israel,Household net financial wealth,2013,49240
RUS,Russia,Household net financial wealth,2013,15142
SVN,Slovenia,Household net financial wealth,2013,18065
AUS,Australia,Employment rate,2013,73
AUT,Austria,Employment rate,2013,72
BEL,Belgium,Employment rate,2013,62
CAN,Canada,Employment rate,2013,72
CZE,Czech Republic,Employment rate,2013,66
DNK,Denmark,Employment rate,2013,73
FIN,Finland,Employment rate,2013,69
FRA,France,Employment rate,2013,64
DEU,Germany,Employment rate,2013,73
GRC,Greece,Employment rate,2013,56
HUN,Hungary,Employment rate,2013,56
ISL,Iceland,Employment rate,2013,79
IRL,Ireland,Employment rate,2013,60
ITA,Italy,Employment rate,2013,57
JPN,Japan,Employment rate,2013,70
KOR,Korea,Employment rate,2013,64
LUX,Luxembourg,Employment rate,2013,65
MEX,Mexico,Employment rate,2013,60
NLD,Netherlands,Employment rate,2013,75
NZL,New Zealand,Employment rate,2013,73
NOR,Norway,Employment rate,2013,75
POL,Poland,Employment rate,2013,60
PRT,Portugal,Employment rate,2013,64
SVK,Slovak Republic,Employment rate,2013,59
ESP,Spain,Employment rate,2013,58
SWE,Sweden,Employment rate,2013,74
CHE,Switzerland,Employment rate,2013,79
TUR,Turkey,Employment rate,2013,48
GBR,United Kingdom,Employment rate,2013,70
USA,United States,Employment rate,2013,67
OTO,OECD - Total,Employment rate,2013,66
BRA,Brazil,Employment rate,2013,68
CHL,Chile,Employment rate,2013,61
EST,Estonia,Employment rate,2013,65
ISR,Israel,Employment rate,2013,61
RUS,Russia,Employment rate,2013,68
SVN,Slovenia,Employment rate,2013,64
AUS,Australia,Employment rate,2013,79
AUT,Austria,Employment rate,2013,78
BEL,Belgium,Employment rate,2013,67
CAN,Canada,Employment rate,2013,75
CZE,Czech Republic,Employment rate,2013,74
DNK,Denmark,Employment rate,2013,76
FIN,Finland,Employment rate,2013,71
FRA,France,Employment rate,2013,68
DEU,Germany,Employment rate,2013,77
GRC,Greece,Employment rate,2013,66
HUN,Hungary,Employment rate,2013,61
ISL,Iceland,Employment rate,2013,81
IRL,Ireland,Employment rate,2013,63
ITA,Italy,Employment rate,2013,67
JPN,Japan,Employment rate,2013,80
KOR,Korea,Employment rate,2013,75
LUX,Luxembourg,Employment rate,2013,72
MEX,Mexico,Employment rate,2013,78
NLD,Netherlands,Employment rate,2013,80
NZL,New Zealand,Employment rate,2013,78
NOR,Norway,Employment rate,2013,77
POL,Poland,Employment rate,2013,66
PRT,Portugal,Employment rate,2013,68
SVK,Slovak Republic,Employment rate,2013,66
ESP,Spain,Employment rate,2013,64
SWE,Sweden,Employment rate,2013,76
CHE,Switzerland,Employment rate,2013,85
TUR,Turkey,Employment rate,2013,69
GBR,United Kingdom,Employment rate,2013,76
USA,United States,Employment rate,2013,71
OTO,OECD - Total,Employment rate,2013,72
BRA,Brazil,Employment rate,2013,80
CHL,Chile,Employment rate,2013,74
EST,Estonia,Employment rate,2013,68
ISR,Israel,Employment rate,2013,64
RUS,Russia,Employment rate,2013,72
SVN,Slovenia,Employment rate,2013,68
AUS,Australia,Employment rate,2013,67
AUT,Austria,Employment rate,2013,67
BEL,Belgium,Employment rate,2013,57
CAN,Canada,Employment rate,2013,69
CZE,Czech Republic,Employment rate,2013,57
DNK,Denmark,Employment rate,2013,70
FIN,Finland,Employment rate,2013,68
FRA,France,Employment rate,2013,60
DEU,Germany,Employment rate,2013,68
GRC,Greece,Employment rate,2013,45
HUN,Hungary,Employment rate,2013,51
ISL,Iceland,Employment rate,2013,77
IRL,Ireland,Employment rate,2013,56
ITA,Italy,Employment rate,2013,47
JPN,Japan,Employment rate,2013,60
KOR,Korea,Employment rate,2013,53
LUX,Luxembourg,Employment rate,2013,57
MEX,Mexico,Employment rate,2013,43
NLD,Netherlands,Employment rate,2013,70
NZL,New Zealand,Employment rate,2013,67
NOR,Norway,Employment rate,2013,73
POL,Poland,Employment rate,2013,53
PRT,Portugal,Employment rate,2013,60
SVK,Slovak Republic,Employment rate,2013,53
ESP,Spain,Employment rate,2013,53
SWE,Sweden,Employment rate,2013,72
CHE,Switzerland,Employment rate,2013,73
TUR,Turkey,Employment rate,2013,28
GBR,United Kingdom,Employment rate,2013,65
USA,United States,Employment rate,2013,62
OTO,OECD - Total,Employment rate,2013,60
BRA,Brazil,Employment rate,2013,56
CHL,Chile,Employment rate,2013,49
EST,Estonia,Employment rate,2013,63
ISR,Israel,Employment rate,2013,57
RUS,Russia,Employment rate,2013,64
SVN,Slovenia,Employment rate,2013,61
AUS,Australia,Employment rate,2013,84
AUT,Austria,Employment rate,2013,86
BEL,Belgium,Employment rate,2013,82
CAN,Canada,Employment rate,2013,81
CZE,Czech Republic,Employment rate,2013,82
DNK,Denmark,Employment rate,2013,85
FIN,Finland,Employment rate,2013,85
FRA,France,Employment rate,2013,80
DEU,Germany,Employment rate,2013,88
GRC,Greece,Employment rate,2013,73
HUN,Hungary,Employment rate,2013,78
ISL,Iceland,Employment rate,2013,89
IRL,Ireland,Employment rate,2013,79
ITA,Italy,Employment rate,2013,76
JPN,Japan,Employment rate,2013,75
KOR,Korea,Employment rate,2013,77
LUX,Luxembourg,Employment rate,2013,83
MEX,Mexico,Employment rate,2013,70
NLD,Netherlands,Employment rate,2013,87
NZL,New Zealand,Employment rate,2013,83
NOR,Norway,Employment rate,2013,88
POL,Poland,Employment rate,2013,83
PRT,Portugal,Employment rate,2013,81
SVK,Slovak Republic,Employment rate,2013,79
ESP,Spain,Employment rate,2013,77
SWE,Sweden,Employment rate,2013,89
CHE,Switzerland,Employment rate,2013,89
TUR,Turkey,Employment rate,2013,75
GBR,United Kingdom,Employment rate,2013,84
USA,United States,Employment rate,2013,80
OTO,OECD - Total,Employment rate,2013,82
BRA,Brazil,Employment rate,2013,86
CHL,Chile,Employment rate,2013,72
EST,Estonia,Employment rate,2013,84
ISR,Israel,Employment rate,2013,82
RUS,Russia,Employment rate,2013,83
SVN,Slovenia,Employment rate,2013,84
AUS,Australia,Employment rate,2013,59
AUT,Austria,Employment rate,2013,50
BEL,Belgium,Employment rate,2013,39
CAN,Canada,Employment rate,2013,47
CZE,Czech Republic,Employment rate,2013,22
DNK,Denmark,Employment rate,2013,59
FIN,Finland,Employment rate,2013,42
FRA,France,Employment rate,2013,45
DEU,Germany,Employment rate,2013,46
GRC,Greece,Employment rate,2013,45
HUN,Hungary,Employment rate,2013,26
ISL,Iceland,Employment rate,2013,71
IRL,Ireland,Employment rate,2013,36
ITA,Italy,Employment rate,2013,44
JPN,Japan,Employment rate,2013,61
KOR,Korea,Employment rate,2013,46
LUX,Luxembourg,Employment rate,2013,43
MEX,Mexico,Employment rate,2013,58
NLD,Netherlands,Employment rate,2013,59
NZL,New Zealand,Employment rate,2013,58
NOR,Norway,Employment rate,2013,56
POL,Poland,Employment rate,2013,24
PRT,Portugal,Employment rate,2013,61
SVK,Slovak Republic,Employment rate,2013,14
ESP,Spain,Employment rate,2013,38
SWE,Sweden,Employment rate,2013,49
CHE,Switzerland,Employment rate,2013,44
TUR,Turkey,Employment rate,2013,46
GBR,United Kingdom,Employment rate,2013,49
USA,United States,Employment rate,2013,35
OTO,OECD - Total,Employment rate,2013,45
BRA,Brazil,Employment rate,2013,62
CHL,Chile,Employment rate,2013,58
EST,Estonia,Employment rate,2013,28
ISR,Israel,Employment rate,2013,31
RUS,Russia,Employment rate,2013,45
SVN,Slovenia,Employment rate,2013,39
AUS,Australia,Job security,2013,12.4
AUT,Austria,Job security,2013,9.5
BEL,Belgium,Job security,2013,7.4
CAN,Canada,Job security,2013,11.3
CZE,Czech Republic,Job security,2013,6.7
DNK,Denmark,Job security,2013,12.9
FIN,Finland,Job security,2013,14.5
FRA,France,Job security,2013,9.3
DEU,Germany,Job security,2013,8.3
GRC,Greece,Job security,2013,4.7
HUN,Hungary,Job security,2013,7.8
ISL,Iceland,Job security,2013,10.8
IRL,Ireland,Job security,2013,6.9
ITA,Italy,Job security,2013,6.9
JPN,Japan,Job security,2013,10.5
KOR,Korea,Job security,2013,24.3
LUX,Luxembourg,Job security,2013,5.4
MEX,Mexico,Job security,2013,21.4
NLD,Netherlands,Job security,2013,8.8
NZL,New Zealand,Job security,2013,10.5
NOR,Norway,Job security,2013,7.9
POL,Poland,Job security,2013,8.1
PRT,Portugal,Job security,2013,8.7
SVK,Slovak Republic,Job security,2013,5
ESP,Spain,Job security,2013,10.9
SWE,Sweden,Job security,2013,13.9
CHE,Switzerland,Job security,2013,8.4
TUR,Turkey,Job security,2013,25.8
GBR,United Kingdom,Job security,2013,6.8
USA,United States,Job security,2013,11.4
OTO,OECD - Total,Job security,2013,10.5
BRA,Brazil,Job security,2013,14
CHL,Chile,Job security,2013,10.5
EST,Estonia,Job security,2013,10.7
ISR,Israel,Job security,2013,10.5
RUS,Russia,Job security,2013,10.5
SVN,Slovenia,Job security,2013,7.7
AUS,Australia,Job security,2013,13
AUT,Austria,Job security,2013,8.3
BEL,Belgium,Job security,2013,7.6
CAN,Canada,Job security,2013,11.3
CZE,Czech Republic,Job security,2013,5.9
DNK,Denmark,Job security,2013,14
FIN,Finland,Job security,2013,14.3
FRA,France,Job security,2013,9.7
DEU,Germany,Job security,2013,8.3
GRC,Greece,Job security,2013,4.8
HUN,Hungary,Job security,2013,8.7
ISL,Iceland,Job security,2013,10.4
IRL,Ireland,Job security,2013,7.7
ITA,Italy,Job security,2013,7
JPN,Japan,Job security,2013,10.5
KOR,Korea,Job security,2013,21.8
LUX,Luxembourg,Job security,2013,5.7
MEX,Mexico,Job security,2013,21.6
NLD,Netherlands,Job security,2013,8.9
NZL,New Zealand,Job security,2013,10.5
NOR,Norway,Job security,2013,8
POL,Poland,Job security,2013,9
PRT,Portugal,Job security,2013,9
SVK,Slovak Republic,Job security,2013,5.7
ESP,Spain,Job security,2013,10.9
SWE,Sweden,Job security,2013,13.8
CHE,Switzerland,Job security,2013,7.7
TUR,Turkey,Job security,2013,25.5
GBR,United Kingdom,Job security,2013,7.2
USA,United States,Job security,2013,11.3
OTO,OECD - Total,Job security,2013,10.5
BRA,Brazil,Job security,2013,14
CHL,Chile,Job security,2013,10.5
EST,Estonia,Job security,2013,11.6
ISR,Israel,Job security,2013,10.5
RUS,Russia,Job security,2013,10.5
SVN,Slovenia,Job security,2013,6.7
AUS,Australia,Job security,2013,11.9
AUT,Austria,Job security,2013,10.7
BEL,Belgium,Job security,2013,7.3
CAN,Canada,Job security,2013,10.5
CZE,Czech Republic,Job security,2013,7.5
DNK,Denmark,Job security,2013,11.8
FIN,Finland,Job security,2013,14.8
FRA,France,Job security,2013,8.9
DEU,Germany,Job security,2013,8.2
GRC,Greece,Job security,2013,4.7
HUN,Hungary,Job security,2013,7
ISL,Iceland,Job security,2013,11.2
IRL,Ireland,Job security,2013,6.2
ITA,Italy,Job security,2013,6.7
JPN,Japan,Job security,2013,10.4
KOR,Korea,Job security,2013,27.7
LUX,Luxembourg,Job security,2013,5.1
MEX,Mexico,Job security,2013,16.8
NLD,Netherlands,Job security,2013,8.8
NZL,New Zealand,Job security,2013,10.4
NOR,Norway,Job security,2013,7.8
POL,Poland,Job security,2013,8.4
PRT,Portugal,Job security,2013,8.4
SVK,Slovak Republic,Job security,2013,4.2
ESP,Spain,Job security,2013,11
SWE,Sweden,Job security,2013,13.9
CHE,Switzerland,Job security,2013,9.3
TUR,Turkey,Job security,2013,27
GBR,United Kingdom,Job security,2013,6.5
USA,United States,Job security,2013,11.4
OTO,OECD - Total,Job security,2013,10.4
BRA,Brazil,Job security,2013,14.2
CHL,Chile,Job security,2013,10.4
EST,Estonia,Job security,2013,9.9
ISR,Israel,Job security,2013,10.4
RUS,Russia,Job security,2013,10.4
SVN,Slovenia,Job security,2013,8.7
AUS,Australia,Long-term unemployment rate,2013,0.96
AUT,Austria,Long-term unemployment rate,2013,1.07
BEL,Belgium,Long-term unemployment rate,2013,3.45
CAN,Canada,Long-term unemployment rate,2013,1
CZE,Czech Republic,Long-term unemployment rate,2013,2.8
DNK,Denmark,Long-term unemployment rate,2013,1.85
FIN,Finland,Long-term unemployment rate,2013,1.75
FRA,France,Long-term unemployment rate,2013,3.83
DEU,Germany,Long-term unemployment rate,2013,2.84
GRC,Greece,Long-term unemployment rate,2013,8.75
HUN,Hungary,Long-term unemployment rate,2013,5.36
ISL,Iceland,Long-term unemployment rate,2013,1.97
IRL,Ireland,Long-term unemployment rate,2013,8.52
ITA,Italy,Long-term unemployment rate,2013,4.36
JPN,Japan,Long-term unemployment rate,2013,1.78
KOR,Korea,Long-term unemployment rate,2013,0.01
LUX,Luxembourg,Long-term unemployment rate,2013,1.41
MEX,Mexico,Long-term unemployment rate,2013,0.11
NLD,Netherlands,Long-term unemployment rate,2013,1.49
NZL,New Zealand,Long-term unemployment rate,2013,0.59
NOR,Norway,Long-term unemployment rate,2013,0.38
POL,Poland,Long-term unemployment rate,2013,3.05
PRT,Portugal,Long-term unemployment rate,2013,6.14
SVK,Slovak Republic,Long-term unemployment rate,2013,8.65
ESP,Spain,Long-term unemployment rate,2013,8.99
SWE,Sweden,Long-term unemployment rate,2013,1.29
CHE,Switzerland,Long-term unemployment rate,2013,1.57
TUR,Turkey,Long-term unemployment rate,2013,2.59
GBR,United Kingdom,Long-term unemployment rate,2013,2.62
USA,United States,Long-term unemployment rate,2013,2.8
OTO,OECD - Total,Long-term unemployment rate,2013,3.14
BRA,Brazil,Long-term unemployment rate,2013,3.02
CHL,Chile,Long-term unemployment rate,2013,2.94
EST,Estonia,Long-term unemployment rate,2013,7.06
ISR,Israel,Long-term unemployment rate,2013,1.13
RUS,Russia,Long-term unemployment rate,2013,2.17
SVN,Slovenia,Long-term unemployment rate,2013,3.61
AUS,Australia,Long-term unemployment rate,2013,0.97
AUT,Austria,Long-term unemployment rate,2013,1.1
BEL,Belgium,Long-term unemployment rate,2013,3.35
CAN,Canada,Long-term unemployment rate,2013,1.13
CZE,Czech Republic,Long-term unemployment rate,2013,2.42
DNK,Denmark,Long-term unemployment rate,2013,2.01
FIN,Finland,Long-term unemployment rate,2013,2.22
FRA,France,Long-term unemployment rate,2013,3.71
DEU,Germany,Long-term unemployment rate,2013,3.04
GRC,Greece,Long-term unemployment rate,2013,6.72
HUN,Hungary,Long-term unemployment rate,2013,5.36
ISL,Iceland,Long-term unemployment rate,2013,2.22
IRL,Ireland,Long-term unemployment rate,2013,11.46
ITA,Italy,Long-term unemployment rate,2013,3.89
JPN,Japan,Long-term unemployment rate,2013,2.27
KOR,Korea,Long-term unemployment rate,2013,0.02
LUX,Luxembourg,Long-term unemployment rate,2013,1.27
MEX,Mexico,Long-term unemployment rate,2013,0.12
NLD,Netherlands,Long-term unemployment rate,2013,1.58
NZL,New Zealand,Long-term unemployment rate,2013,0.64
NOR,Norway,Long-term unemployment rate,2013,0.47
POL,Poland,Long-term unemployment rate,2013,2.76
PRT,Portugal,Long-term unemployment rate,2013,5.96
SVK,Slovak Republic,Long-term unemployment rate,2013,8.79
ESP,Spain,Long-term unemployment rate,2013,8.62
SWE,Sweden,Long-term unemployment rate,2013,1.46
CHE,Switzerland,Long-term unemployment rate,2013,1.37
TUR,Turkey,Long-term unemployment rate,2013,2.07
GBR,United Kingdom,Long-term unemployment rate,2013,3.18
USA,United States,Long-term unemployment rate,2013,3.02
OTO,OECD - Total,Long-term unemployment rate,2013,3.21
BRA,Brazil,Long-term unemployment rate,2013,3.08
CHL,Chile,Long-term unemployment rate,2013,3
EST,Estonia,Long-term unemployment rate,2013,7.79
ISR,Israel,Long-term unemployment rate,2013,1.19
RUS,Russia,Long-term unemployment rate,2013,2.28
SVN,Slovenia,Long-term unemployment rate,2013,3.68
AUS,Australia,Long-term unemployment rate,2013,0.957307747
AUT,Austria,Long-term unemployment rate,2013,1.04241125
BEL,Belgium,Long-term unemployment rate,2013,3.573827775
CAN,Canada,Long-term unemployment rate,2013,0.86253676
CZE,Czech Republic,Long-term unemployment rate,2013,3.278901329
DNK,Denmark,Long-term unemployment rate,2013,1.663329249
FIN,Finland,Long-term unemployment rate,2013,1.241301908
FRA,France,Long-term unemployment rate,2013,3.96569359
DEU,Germany,Long-term unemployment rate,2013,2.603050902
GRC,Greece,Long-term unemployment rate,2013,11.5254484
HUN,Hungary,Long-term unemployment rate,2013,5.364952829
ISL,Iceland,Long-term unemployment rate,2013,1.688344144
IRL,Ireland,Long-term unemployment rate,2013,4.909896073
ITA,Italy,Long-term unemployment rate,2013,5.034468687
JPN,Japan,Long-term unemployment rate,2013,1.103937207
KOR,Korea,Long-term unemployment rate,2013,0.007680492
LUX,Luxembourg,Long-term unemployment rate,2013,1.592041282
MEX,Mexico,Long-term unemployment rate,2013,0.084921006
NLD,Netherlands,Long-term unemployment rate,2013,1.380117775
NZL,New Zealand,Long-term unemployment rate,2013,0.522259297
NOR,Norway,Long-term unemployment rate,2013,0.275440784
POL,Poland,Long-term unemployment rate,2013,3.390406743
PRT,Portugal,Long-term unemployment rate,2013,6.338144778
SVK,Slovak Republic,Long-term unemployment rate,2013,8.462049723
ESP,Spain,Long-term unemployment rate,2013,9.455088284
SWE,Sweden,Long-term unemployment rate,2013,1.105598198
CHE,Switzerland,Long-term unemployment rate,2013,1.809738682
TUR,Turkey,Long-term unemployment rate,2013,3.855452348
GBR,United Kingdom,Long-term unemployment rate,2013,1.949865495
USA,United States,Long-term unemployment rate,2013,2.558720533
OTO,OECD - Total,Long-term unemployment rate,2013,3.106932311
BRA,Brazil,Long-term unemployment rate,2013,2.896614094
CHL,Chile,Long-term unemployment rate,2013,2.812070272
EST,Estonia,Long-term unemployment rate,2013,6.339627218
ISR,Israel,Long-term unemployment rate,2013,1.06208222
RUS,Russia,Long-term unemployment rate,2013,2.061322143
SVN,Slovenia,Long-term unemployment rate,2013,3.524123542
AUS,Australia,Long-term unemployment rate,2013,0.53
AUT,Austria,Long-term unemployment rate,2013,0.6
BEL,Belgium,Long-term unemployment rate,2013,1.86
CAN,Canada,Long-term unemployment rate,2013,0.7
CZE,Czech Republic,Long-term unemployment rate,2013,1.09
DNK,Denmark,Long-term unemployment rate,2013,1.18
FIN,Finland,Long-term unemployment rate,2013,0.93
FRA,France,Long-term unemployment rate,2013,2.28
DEU,Germany,Long-term unemployment rate,2013,1.27
GRC,Greece,Long-term unemployment rate,2013,6.88
HUN,Hungary,Long-term unemployment rate,2013,2.28
ISL,Iceland,Long-term unemployment rate,2013,0.95
IRL,Ireland,Long-term unemployment rate,2013,4.73
ITA,Italy,Long-term unemployment rate,2013,3.01
JPN,Japan,Long-term unemployment rate,2013,1.44
KOR,Korea,Long-term unemployment rate,2013,0.01
LUX,Luxembourg,Long-term unemployment rate,2013,1.23
MEX,Mexico,Long-term unemployment rate,2013,0.12
NLD,Netherlands,Long-term unemployment rate,2013,0.81
NZL,New Zealand,Long-term unemployment rate,2013,0.42
NOR,Norway,Long-term unemployment rate,2013,0.19
POL,Poland,Long-term unemployment rate,2013,1.6
PRT,Portugal,Long-term unemployment rate,2013,4.12
SVK,Slovak Republic,Long-term unemployment rate,2013,3.49
ESP,Spain,Long-term unemployment rate,2013,4.63
SWE,Sweden,Long-term unemployment rate,2013,0.7
CHE,Switzerland,Long-term unemployment rate,2013,1.11
TUR,Turkey,Long-term unemployment rate,2013,2.4
GBR,United Kingdom,Long-term unemployment rate,2013,1.59
USA,United States,Long-term unemployment rate,2013,1.59
OTO,OECD - Total,Long-term unemployment rate,2013,1.78
BRA,Brazil,Long-term unemployment rate,2013,1.29
CHL,Chile,Long-term unemployment rate,2013,2.53
EST,Estonia,Long-term unemployment rate,2013,3.98
ISR,Israel,Long-term unemployment rate,2013,0.75
RUS,Russia,Long-term unemployment rate,2013,1.33
SVN,Slovenia,Long-term unemployment rate,2013,2.16
AUS,Australia,Long-term unemployment rate,2013,1.64
AUT,Austria,Long-term unemployment rate,2013,2.12
BEL,Belgium,Long-term unemployment rate,2013,6.42
CAN,Canada,Long-term unemployment rate,2013,2.05
CZE,Czech Republic,Long-term unemployment rate,2013,9.71
DNK,Denmark,Long-term unemployment rate,2013,2.79
FIN,Finland,Long-term unemployment rate,2013,3.48
FRA,France,Long-term unemployment rate,2013,6.33
DEU,Germany,Long-term unemployment rate,2013,6.07
GRC,Greece,Long-term unemployment rate,2013,8.98
HUN,Hungary,Long-term unemployment rate,2013,12.16
ISL,Iceland,Long-term unemployment rate,2013,2.84
IRL,Ireland,Long-term unemployment rate,2013,13.75
ITA,Italy,Long-term unemployment rate,2013,5.45
JPN,Japan,Long-term unemployment rate,2013,2.42
KOR,Korea,Long-term unemployment rate,2013,0.01
LUX,Luxembourg,Long-term unemployment rate,2013,1.99
MEX,Mexico,Long-term unemployment rate,2013,0.1
NLD,Netherlands,Long-term unemployment rate,2013,2.33
NZL,New Zealand,Long-term unemployment rate,2013,0.94
NOR,Norway,Long-term unemployment rate,2013,0.86
POL,Poland,Long-term unemployment rate,2013,5.82
PRT,Portugal,Long-term unemployment rate,2013,7.11
SVK,Slovak Republic,Long-term unemployment rate,2013,26.66
ESP,Spain,Long-term unemployment rate,2013,15.54
SWE,Sweden,Long-term unemployment rate,2013,2.91
CHE,Switzerland,Long-term unemployment rate,2013,4.01
TUR,Turkey,Long-term unemployment rate,2013,2.59
GBR,United Kingdom,Long-term unemployment rate,2013,4.27
USA,United States,Long-term unemployment rate,2013,6.03
OTO,OECD - Total,Long-term unemployment rate,2013,5.35
BRA,Brazil,Long-term unemployment rate,2013,3.15
CHL,Chile,Long-term unemployment rate,2013,1.92
EST,Estonia,Long-term unemployment rate,2013,13.57
ISR,Israel,Long-term unemployment rate,2013,1.96
RUS,Russia,Long-term unemployment rate,2013,3.53
SVN,Slovenia,Long-term unemployment rate,2013,6.25
AUS,Australia,Personal earnings,2013,43908
AUT,Austria,Personal earnings,2013,43688
BEL,Belgium,Personal earnings,2013,44321
CAN,Canada,Personal earnings,2013,42253
CZE,Czech Republic,Personal earnings,2013,19312
DNK,Denmark,Personal earnings,2013,45802
FIN,Finland,Personal earnings,2013,36468
FRA,France,Personal earnings,2013,37505
DEU,Germany,Personal earnings,2013,39593
GRC,Greece,Personal earnings,2013,28011
HUN,Hungary,Personal earnings,2013,19437
ISL,Iceland,Personal earnings,2013,37290
IRL,Ireland,Personal earnings,2013,50109
ITA,Italy,Personal earnings,2013,33947
JPN,Japan,Personal earnings,2013,35143
KOR,Korea,Personal earnings,2013,35406
LUX,Luxembourg,Personal earnings,2013,52847
MEX,Mexico,Personal earnings,2013,9885
NLD,Netherlands,Personal earnings,2013,44321
NZL,New Zealand,Personal earnings,2013,30420
NOR,Norway,Personal earnings,2013,43990
POL,Poland,Personal earnings,2013,19806
PRT,Portugal,Personal earnings,2013,24384
SVK,Slovak Republic,Personal earnings,2013,19335
ESP,Spain,Personal earnings,2013,34769
SWE,Sweden,Personal earnings,2013,37094
CHE,Switzerland,Personal earnings,2013,50323
TUR,Turkey,Personal earnings,2013,19032
GBR,United Kingdom,Personal earnings,2013,44743
USA,United States,Personal earnings,2013,54450
OTO,OECD - Total,Personal earnings,2013,34466
BRA,Brazil,Personal earnings,2013,10905
CHL,Chile,Personal earnings,2013,15820
EST,Estonia,Personal earnings,2013,17323
ISR,Israel,Personal earnings,2013,28629
RUS,Russia,Personal earnings,2013,19719
SVN,Slovenia,Personal earnings,2013,32480
AUS,Australia,Personal earnings,2013,47419
AUT,Austria,Personal earnings,2013,47817
BEL,Belgium,Personal earnings,2013,45449
CAN,Canada,Personal earnings,2013,45880
CZE,Czech Republic,Personal earnings,2013,21684
DNK,Denmark,Personal earnings,2013,48692
FIN,Finland,Personal earnings,2013,40510
FRA,France,Personal earnings,2013,40793
DEU,Germany,Personal earnings,2013,42340
GRC,Greece,Personal earnings,2013,29170
HUN,Hungary,Personal earnings,2013,21111
ISL,Iceland,Personal earnings,2013,48399
IRL,Ireland,Personal earnings,2013,53324
ITA,Italy,Personal earnings,2013,35667
JPN,Japan,Personal earnings,2013,38873
KOR,Korea,Personal earnings,2013,40224
LUX,Luxembourg,Personal earnings,2013,57097
MEX,Mexico,Personal earnings,2013,10761
NLD,Netherlands,Personal earnings,2013,46313
NZL,New Zealand,Personal earnings,2013,31943
NOR,Norway,Personal earnings,2013,47108
POL,Poland,Personal earnings,2013,20110
PRT,Portugal,Personal earnings,2013,25359
SVK,Slovak Republic,Personal earnings,2013,21894
ESP,Spain,Personal earnings,2013,35651
SWE,Sweden,Personal earnings,2013,40340
CHE,Switzerland,Personal earnings,2013,52953
TUR,Turkey,Personal earnings,2013,20657
GBR,United Kingdom,Personal earnings,2013,48864
USA,United States,Personal earnings,2013,60068
OTO,OECD - Total,Personal earnings,2013,39641
BRA,Brazil,Personal earnings,2013,11866
CHL,Chile,Personal earnings,2013,17185
EST,Estonia,Personal earnings,2013,18810
ISR,Israel,Personal earnings,2013,31995
RUS,Russia,Personal earnings,2013,21399
SVN,Slovenia,Personal earnings,2013,35169
AUS,Australia,Personal earnings,2013,37755
AUT,Austria,Personal earnings,2013,36272
BEL,Belgium,Personal earnings,2013,40893
CAN,Canada,Personal earnings,2013,37892
CZE,Czech Republic,Personal earnings,2013,16226
DNK,Denmark,Personal earnings,2013,41527
FIN,Finland,Personal earnings,2013,32162
